user,contributions,repositories,primary_language,monthly_contributions,contribution_types
probberechts,1486,24,Python,"{'2017-01': 0, '2017-02': 9, '2017-03': 5, '2017-04': 13, '2017-05': 1, '2017-06': 3, '2017-07': 3, '2017-08': 1, '2017-09': 4, '2017-10': 7, '2017-11': 46, '2017-12': 42, '2018-01': 7, '2018-02': 14, '2018-03': 23, '2018-04': 10, '2018-05': 5, '2018-06': 2, '2018-07': 12, '2018-08': 6, '2018-09': 1, '2018-10': 14, '2018-11': 0, '2018-12': 0, '2019-01': 8, '2019-02': 18, '2019-03': 9, '2019-04': 15, '2019-05': 11, '2019-06': 0, '2019-07': 0, '2019-08': 5, '2019-09': 2, '2019-10': 17, '2019-11': 10, '2019-12': 7, '2020-01': 2, '2020-02': 11, '2020-03': 0, '2020-04': 4, '2020-05': 2, '2020-06': 5, '2020-07': 11, '2020-08': 11, '2020-09': 0, '2020-10': 7, '2020-11': 9, '2020-12': 20, '2021-01': 30, '2021-02': 6, '2021-03': 34, '2021-04': 13, '2021-05': 2, '2021-06': 2, '2021-07': 2, '2021-08': 2, '2021-09': 16, '2021-10': 30, '2021-11': 5, '2021-12': 19, '2022-01': 25, '2022-02': 28, '2022-03': 42, '2022-04': 25, '2022-05': 5, '2022-06': 1, '2022-07': 49, '2022-08': 53, '2022-09': 14, '2022-10': 4, '2022-11': 28, '2022-12': 2, '2023-01': 25, '2023-02': 17, '2023-03': 23, '2023-04': 16, '2023-05': 31, '2023-06': 7, '2023-07': 41, '2023-08': 9, '2023-09': 17, '2023-10': 50, '2023-11': 27, '2023-12': 97, '2024-01': 28, '2024-02': 22, '2024-03': 25, '2024-04': 25, '2024-05': 39, '2024-06': 86, '2024-07': 9, '2024-08': 43, '2024-09': 0}","{'commits': 905, 'pull_requests': 164, 'issues': 64, 'reviews': 19}"
quinHD,3047,15,Ruby,"{'2017-01': 19, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 1, '2018-06': 38, '2018-07': 50, '2018-08': 16, '2018-09': 27, '2018-10': 55, '2018-11': 131, '2018-12': 40, '2019-01': 82, '2019-02': 17, '2019-03': 4, '2019-04': 51, '2019-05': 30, '2019-06': 48, '2019-07': 47, '2019-08': 20, '2019-09': 68, '2019-10': 72, '2019-11': 27, '2019-12': 21, '2020-01': 25, '2020-02': 52, '2020-03': 48, '2020-04': 36, '2020-05': 36, '2020-06': 47, '2020-07': 43, '2020-08': 16, '2020-09': 7, '2020-10': 21, '2020-11': 10, '2020-12': 17, '2021-01': 26, '2021-02': 20, '2021-03': 30, '2021-04': 29, '2021-05': 57, '2021-06': 57, '2021-07': 35, '2021-08': 87, '2021-09': 40, '2021-10': 37, '2021-11': 62, '2021-12': 17, '2022-01': 12, '2022-02': 16, '2022-03': 71, '2022-04': 12, '2022-05': 29, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 1, '2023-01': 41, '2023-02': 52, '2023-03': 63, '2023-04': 62, '2023-05': 24, '2023-06': 24, '2023-07': 72, '2023-08': 62, '2023-09': 66, '2023-10': 49, '2023-11': 93, '2023-12': 69, '2024-01': 89, '2024-02': 75, '2024-03': 88, '2024-04': 87, '2024-05': 8, '2024-06': 55, '2024-07': 7, '2024-08': 38, '2024-09': 63}","{'commits': 32, 'pull_requests': 20, 'issues': 0, 'reviews': 1}"
centeno,447,35,JavaScript,"{'2017-01': 0, '2017-02': 3, '2017-03': 1, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 9, '2017-08': 1, '2017-09': 6, '2017-10': 1, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 1, '2018-08': 0, '2018-09': 0, '2018-10': 46, '2018-11': 2, '2018-12': 8, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 1, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 8, '2019-12': 0, '2020-01': 0, '2020-02': 2, '2020-03': 11, '2020-04': 2, '2020-05': 6, '2020-06': 2, '2020-07': 21, '2020-08': 6, '2020-09': 0, '2020-10': 7, '2020-11': 9, '2020-12': 40, '2021-01': 18, '2021-02': 7, '2021-03': 39, '2021-04': 6, '2021-05': 41, '2021-06': 12, '2021-07': 20, '2021-08': 21, '2021-09': 19, '2021-10': 23, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 35, '2022-06': 0, '2022-07': 1, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 3, '2023-02': 0, '2023-03': 1, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 5, '2023-11': 1, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 2, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 398, 'pull_requests': 15, 'issues': 10, 'reviews': 6}"
orderedlist,4406,52,Ruby,"{'2017-01': 193, '2017-02': 142, '2017-03': 76, '2017-04': 19, '2017-05': 163, '2017-06': 142, '2017-07': 52, '2017-08': 107, '2017-09': 89, '2017-10': 76, '2017-11': 68, '2017-12': 26, '2018-01': 84, '2018-02': 72, '2018-03': 131, '2018-04': 14, '2018-05': 30, '2018-06': 122, '2018-07': 38, '2018-08': 53, '2018-09': 85, '2018-10': 47, '2018-11': 91, '2018-12': 46, '2019-01': 28, '2019-02': 17, '2019-03': 17, '2019-04': 15, '2019-05': 21, '2019-06': 37, '2019-07': 58, '2019-08': 16, '2019-09': 145, '2019-10': 18, '2019-11': 34, '2019-12': 69, '2020-01': 109, '2020-02': 97, '2020-03': 53, '2020-04': 111, '2020-05': 140, '2020-06': 44, '2020-07': 16, '2020-08': 62, '2020-09': 61, '2020-10': 11, '2020-11': 5, '2020-12': 49, '2021-01': 51, '2021-02': 39, '2021-03': 70, '2021-04': 0, '2021-05': 25, '2021-06': 4, '2021-07': 0, '2021-08': 11, '2021-09': 2, '2021-10': 11, '2021-11': 10, '2021-12': 35, '2022-01': 17, '2022-02': 33, '2022-03': 13, '2022-04': 7, '2022-05': 9, '2022-06': 12, '2022-07': 18, '2022-08': 34, '2022-09': 29, '2022-10': 36, '2022-11': 14, '2022-12': 32, '2023-01': 33, '2023-02': 56, '2023-03': 42, '2023-04': 21, '2023-05': 27, '2023-06': 44, '2023-07': 56, '2023-08': 63, '2023-09': 42, '2023-10': 53, '2023-11': 19, '2023-12': 0, '2024-01': 31, '2024-02': 37, '2024-03': 48, '2024-04': 22, '2024-05': 34, '2024-06': 7, '2024-07': 8, '2024-08': 30, '2024-09': 22}","{'commits': 97, 'pull_requests': 24, 'issues': 5, 'reviews': 1}"
eliseboyd,4774,14,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 8, '2017-06': 14, '2017-07': 2, '2017-08': 12, '2017-09': 14, '2017-10': 20, '2017-11': 7, '2017-12': 9, '2018-01': 13, '2018-02': 22, '2018-03': 34, '2018-04': 65, '2018-05': 41, '2018-06': 108, '2018-07': 71, '2018-08': 88, '2018-09': 71, '2018-10': 58, '2018-11': 109, '2018-12': 69, '2019-01': 42, '2019-02': 101, '2019-03': 70, '2019-04': 86, '2019-05': 157, '2019-06': 101, '2019-07': 79, '2019-08': 56, '2019-09': 69, '2019-10': 71, '2019-11': 109, '2019-12': 50, '2020-01': 117, '2020-02': 177, '2020-03': 64, '2020-04': 162, '2020-05': 64, '2020-06': 86, '2020-07': 45, '2020-08': 30, '2020-09': 15, '2020-10': 21, '2020-11': 36, '2020-12': 22, '2021-01': 10, '2021-02': 3, '2021-03': 26, '2021-04': 90, '2021-05': 0, '2021-06': 1, '2021-07': 77, '2021-08': 1, '2021-09': 0, '2021-10': 0, '2021-11': 3, '2021-12': 272, '2022-01': 356, '2022-02': 118, '2022-03': 147, '2022-04': 186, '2022-05': 18, '2022-06': 143, '2022-07': 152, '2022-08': 3, '2022-09': 79, '2022-10': 69, '2022-11': 59, '2022-12': 30, '2023-01': 28, '2023-02': 14, '2023-03': 0, '2023-04': 6, '2023-05': 0, '2023-06': 2, '2023-07': 0, '2023-08': 0, '2023-09': 17, '2023-10': 10, '2023-11': 13, '2023-12': 28, '2024-01': 46, '2024-02': 22, '2024-03': 15, '2024-04': 49, '2024-05': 10, '2024-06': 0, '2024-07': 2, '2024-08': 1, '2024-09': 3}","{'commits': 23, 'pull_requests': 5, 'issues': 7, 'reviews': 3}"
HannesOlszewski,1616,13,TypeScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 8, '2019-11': 10, '2019-12': 3, '2020-01': 36, '2020-02': 0, '2020-03': 0, '2020-04': 30, '2020-05': 35, '2020-06': 12, '2020-07': 0, '2020-08': 0, '2020-09': 1, '2020-10': 68, '2020-11': 73, '2020-12': 34, '2021-01': 148, '2021-02': 48, '2021-03': 80, '2021-04': 71, '2021-05': 31, '2021-06': 19, '2021-07': 2, '2021-08': 88, '2021-09': 8, '2021-10': 41, '2021-11': 40, '2021-12': 0, '2022-01': 17, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 55, '2022-06': 23, '2022-07': 6, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 1, '2022-12': 16, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 63, '2023-05': 116, '2023-06': 0, '2023-07': 0, '2023-08': 21, '2023-09': 43, '2023-10': 13, '2023-11': 9, '2023-12': 138, '2024-01': 4, '2024-02': 5, '2024-03': 38, '2024-04': 47, '2024-05': 23, '2024-06': 21, '2024-07': 3, '2024-08': 0, '2024-09': 68}","{'commits': 697, 'pull_requests': 85, 'issues': 8, 'reviews': 29}"
eric-bonfadini,8982,6,Python,"{'2017-01': 81, '2017-02': 108, '2017-03': 102, '2017-04': 64, '2017-05': 277, '2017-06': 200, '2017-07': 122, '2017-08': 109, '2017-09': 81, '2017-10': 64, '2017-11': 73, '2017-12': 89, '2018-01': 115, '2018-02': 33, '2018-03': 42, '2018-04': 76, '2018-05': 61, '2018-06': 133, '2018-07': 82, '2018-08': 41, '2018-09': 63, '2018-10': 57, '2018-11': 29, '2018-12': 133, '2019-01': 174, '2019-02': 176, '2019-03': 204, '2019-04': 92, '2019-05': 60, '2019-06': 104, '2019-07': 48, '2019-08': 26, '2019-09': 173, '2019-10': 56, '2019-11': 97, '2019-12': 93, '2020-01': 239, '2020-02': 186, '2020-03': 115, '2020-04': 185, '2020-05': 159, '2020-06': 157, '2020-07': 117, '2020-08': 38, '2020-09': 228, '2020-10': 96, '2020-11': 198, '2020-12': 168, '2021-01': 157, '2021-02': 187, '2021-03': 195, '2021-04': 173, '2021-05': 184, '2021-06': 148, '2021-07': 56, '2021-08': 64, '2021-09': 133, '2021-10': 158, '2021-11': 123, '2021-12': 48, '2022-01': 131, '2022-02': 81, '2022-03': 53, '2022-04': 86, '2022-05': 94, '2022-06': 139, '2022-07': 80, '2022-08': 59, '2022-09': 61, '2022-10': 94, '2022-11': 38, '2022-12': 102, '2023-01': 85, '2023-02': 33, '2023-03': 94, '2023-04': 32, '2023-05': 71, '2023-06': 34, '2023-07': 7, '2023-08': 77, '2023-09': 98, '2023-10': 123, '2023-11': 75, '2023-12': 16, '2024-01': 44, '2024-02': 24, '2024-03': 37, '2024-04': 5, '2024-05': 12, '2024-06': 15, '2024-07': 8, '2024-08': 14, '2024-09': 10}","{'commits': 41, 'pull_requests': 14, 'issues': 6, 'reviews': 0}"
jessebarreto,194,43,C++,"{'2017-01': 0, '2017-02': 0, '2017-03': 20, '2017-04': 14, '2017-05': 21, '2017-06': 38, '2017-07': 16, '2017-08': 5, '2017-09': 1, '2017-10': 0, '2017-11': 2, '2017-12': 0, '2018-01': 0, '2018-02': 2, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 1, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 2, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 2, '2023-05': 0, '2023-06': 4, '2023-07': 13, '2023-08': 5, '2023-09': 37, '2023-10': 4, '2023-11': 1, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 3, '2024-04': 3, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 133, 'pull_requests': 14, 'issues': 16, 'reviews': 1}"
gabrielssilva,2128,41,Python,"{'2017-01': 13, '2017-02': 15, '2017-03': 3, '2017-04': 6, '2017-05': 4, '2017-06': 8, '2017-07': 2, '2017-08': 3, '2017-09': 7, '2017-10': 22, '2017-11': 2, '2017-12': 10, '2018-01': 29, '2018-02': 16, '2018-03': 27, '2018-04': 18, '2018-05': 28, '2018-06': 12, '2018-07': 3, '2018-08': 7, '2018-09': 0, '2018-10': 6, '2018-11': 2, '2018-12': 16, '2019-01': 33, '2019-02': 1, '2019-03': 0, '2019-04': 24, '2019-05': 50, '2019-06': 39, '2019-07': 91, '2019-08': 68, '2019-09': 74, '2019-10': 51, '2019-11': 42, '2019-12': 26, '2020-01': 36, '2020-02': 44, '2020-03': 64, '2020-04': 53, '2020-05': 54, '2020-06': 83, '2020-07': 97, '2020-08': 64, '2020-09': 50, '2020-10': 61, '2020-11': 42, '2020-12': 66, '2021-01': 43, '2021-02': 79, '2021-03': 63, '2021-04': 80, '2021-05': 52, '2021-06': 47, '2021-07': 42, '2021-08': 44, '2021-09': 29, '2021-10': 40, '2021-11': 34, '2021-12': 17, '2022-01': 17, '2022-02': 32, '2022-03': 37, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 307, 'pull_requests': 6, 'issues': 2, 'reviews': 1}"
Lucas362,2743,64,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 4, '2017-05': 0, '2017-06': 0, '2017-07': 13, '2017-08': 0, '2017-09': 7, '2017-10': 22, '2017-11': 18, '2017-12': 16, '2018-01': 8, '2018-02': 0, '2018-03': 20, '2018-04': 72, '2018-05': 140, '2018-06': 125, '2018-07': 0, '2018-08': 12, '2018-09': 50, '2018-10': 56, '2018-11': 85, '2018-12': 14, '2019-01': 19, '2019-02': 0, '2019-03': 43, '2019-04': 170, '2019-05': 138, '2019-06': 160, '2019-07': 44, '2019-08': 50, '2019-09': 93, '2019-10': 80, '2019-11': 28, '2019-12': 24, '2020-01': 28, '2020-02': 6, '2020-03': 16, '2020-04': 14, '2020-05': 37, '2020-06': 8, '2020-07': 21, '2020-08': 53, '2020-09': 107, '2020-10': 144, '2020-11': 160, '2020-12': 16, '2021-01': 18, '2021-02': 4, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 6, '2021-08': 50, '2021-09': 0, '2021-10': 0, '2021-11': 2, '2021-12': 0, '2022-01': 0, '2022-02': 124, '2022-03': 92, '2022-04': 3, '2022-05': 1, '2022-06': 6, '2022-07': 46, '2022-08': 151, '2022-09': 116, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 3, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 1489, 'pull_requests': 131, 'issues': 43, 'reviews': 90}"
matheusyanmonteiro,1238,80,TypeScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 1, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 11, '2020-07': 25, '2020-08': 7, '2020-09': 5, '2020-10': 14, '2020-11': 1, '2020-12': 0, '2021-01': 2, '2021-02': 16, '2021-03': 65, '2021-04': 24, '2021-05': 12, '2021-06': 19, '2021-07': 2, '2021-08': 2, '2021-09': 2, '2021-10': 6, '2021-11': 14, '2021-12': 71, '2022-01': 101, '2022-02': 92, '2022-03': 81, '2022-04': 19, '2022-05': 40, '2022-06': 11, '2022-07': 24, '2022-08': 48, '2022-09': 32, '2022-10': 37, '2022-11': 99, '2022-12': 40, '2023-01': 40, '2023-02': 9, '2023-03': 3, '2023-04': 4, '2023-05': 22, '2023-06': 5, '2023-07': 19, '2023-08': 26, '2023-09': 17, '2023-10': 16, '2023-11': 32, '2023-12': 6, '2024-01': 41, '2024-02': 31, '2024-03': 6, '2024-04': 10, '2024-05': 0, '2024-06': 1, '2024-07': 15, '2024-08': 1, '2024-09': 11}","{'commits': 794, 'pull_requests': 25, 'issues': 23, 'reviews': 11}"
Guilherme-Nishi,294,31,Java,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 1, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 2, '2021-08': 2, '2021-09': 6, '2021-10': 6, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 14, '2022-03': 4, '2022-04': 14, '2022-05': 3, '2022-06': 0, '2022-07': 1, '2022-08': 3, '2022-09': 0, '2022-10': 0, '2022-11': 1, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 32, '2023-10': 26, '2023-11': 48, '2023-12': 44, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 14, '2024-05': 0, '2024-06': 0, '2024-07': 46, '2024-08': 13, '2024-09': 14}","{'commits': 266, 'pull_requests': 8, 'issues': 0, 'reviews': 0}"
jahirfiquitiva,19895,75,TypeScript,"{'2017-01': 83, '2017-02': 99, '2017-03': 105, '2017-04': 91, '2017-05': 22, '2017-06': 22, '2017-07': 163, '2017-08': 80, '2017-09': 67, '2017-10': 83, '2017-11': 91, '2017-12': 110, '2018-01': 150, '2018-02': 164, '2018-03': 230, '2018-04': 55, '2018-05': 146, '2018-06': 135, '2018-07': 119, '2018-08': 141, '2018-09': 110, '2018-10': 113, '2018-11': 168, '2018-12': 79, '2019-01': 70, '2019-02': 72, '2019-03': 124, '2019-04': 91, '2019-05': 56, '2019-06': 42, '2019-07': 258, '2019-08': 202, '2019-09': 104, '2019-10': 56, '2019-11': 43, '2019-12': 34, '2020-01': 192, '2020-02': 153, '2020-03': 200, '2020-04': 306, '2020-05': 326, '2020-06': 243, '2020-07': 370, '2020-08': 174, '2020-09': 59, '2020-10': 110, '2020-11': 62, '2020-12': 44, '2021-01': 87, '2021-02': 139, '2021-03': 626, '2021-04': 626, '2021-05': 490, '2021-06': 214, '2021-07': 14, '2021-08': 121, '2021-09': 360, '2021-10': 163, '2021-11': 1081, '2021-12': 254, '2022-01': 49, '2022-02': 11, '2022-03': 162, '2022-04': 59, '2022-05': 22, '2022-06': 55, '2022-07': 705, '2022-08': 125, '2022-09': 244, '2022-10': 73, '2022-11': 175, '2022-12': 251, '2023-01': 219, '2023-02': 151, '2023-03': 201, '2023-04': 1287, '2023-05': 267, '2023-06': 253, '2023-07': 242, '2023-08': 487, '2023-09': 433, '2023-10': 287, '2023-11': 286, '2023-12': 655, '2024-01': 565, '2024-02': 400, '2024-03': 415, '2024-04': 156, '2024-05': 277, '2024-06': 219, '2024-07': 305, '2024-08': 379, '2024-09': 288}","{'commits': 6226, 'pull_requests': 430, 'issues': 445, 'reviews': 33}"
antcs,65,16,Go,"{'2017-01': 0, '2017-02': 0, '2017-03': 2, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 4, '2018-03': 2, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 5, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 7, '2020-02': 0, '2020-03': 0, '2020-04': 2, '2020-05': 2, '2020-06': 4, '2020-07': 0, '2020-08': 24, '2020-09': 7, '2020-10': 0, '2020-11': 1, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 1, '2021-07': 0, '2021-08': 0, '2021-09': 2, '2021-10': 1, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 1, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 26, 'pull_requests': 18, 'issues': 4, 'reviews': 0}"
ssiccha,2137,81,GAP,"{'2017-01': 63, '2017-02': 62, '2017-03': 4, '2017-04': 2, '2017-05': 5, '2017-06': 5, '2017-07': 12, '2017-08': 25, '2017-09': 28, '2017-10': 0, '2017-11': 10, '2017-12': 10, '2018-01': 50, '2018-02': 36, '2018-03': 33, '2018-04': 33, '2018-05': 36, '2018-06': 45, '2018-07': 36, '2018-08': 20, '2018-09': 39, '2018-10': 49, '2018-11': 47, '2018-12': 94, '2019-01': 78, '2019-02': 103, '2019-03': 30, '2019-04': 6, '2019-05': 46, '2019-06': 12, '2019-07': 32, '2019-08': 3, '2019-09': 2, '2019-10': 0, '2019-11': 1, '2019-12': 6, '2020-01': 5, '2020-02': 10, '2020-03': 15, '2020-04': 16, '2020-05': 21, '2020-06': 10, '2020-07': 18, '2020-08': 13, '2020-09': 4, '2020-10': 56, '2020-11': 120, '2020-12': 59, '2021-01': 33, '2021-02': 119, '2021-03': 79, '2021-04': 150, '2021-05': 61, '2021-06': 43, '2021-07': 63, '2021-08': 52, '2021-09': 26, '2021-10': 48, '2021-11': 0, '2021-12': 8, '2022-01': 10, '2022-02': 5, '2022-03': 2, '2022-04': 16, '2022-05': 0, '2022-06': 5, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 2, '2022-12': 2, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 3, '2024-09': 0}","{'commits': 1272, 'pull_requests': 301, 'issues': 297, 'reviews': 199}"
